#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:twin" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:twin" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:twin" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:twin" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:twin">
#                    <taxonset id="TaxonSet.twin" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:twin" name="distribution" x="@popSize.t:twin">
#            <OneOnX id="OneOnX.100" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:twin" name="distribution">
#            <parameter id="ucldStdev.c:twin" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@twin" id="treeLikelihood.twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:twin">
#            <siteModel id="SiteModel.s:twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:twin" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:twin" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:twin" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:twin" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:twin" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:twin">
#                <LogNormal S="@ucldStdev.c:twin" id="LogNormalDistributionModel.c:twin" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:twin" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:twin" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant
13000	-5177.326352127184	-5174.425532132397	-2.900819994786426	-5174.425532132397	1.1572057216255218	0.6222726381218913	0.8514913545468261	0.3723977209217367	0.6971283676093123	0.48169374862734343	-2.241359997437075
14000	-5178.6774973021675	-5175.120011354593	-3.5574859475744343	-5175.120011354593	0.9321732115995753	0.6777703645227676	0.9853523472694208	0.38819234455791346	0.615598161535013	0.8399222177984954	-2.1573730778695377
15000	-5179.424463027453	-5175.812910341214	-3.6115526862394622	-5175.812910341214	1.4192381371858829	0.553932818750933	0.6828627389796825	0.5114724098756667	0.7169442524621226	0.8504679385546811	-2.6161219978745254
16000	-5178.58988263439	-5175.958712576441	-2.6311700579494053	-5175.958712576441	1.0851360841073938	0.5408306972540415	0.8847887122966586	0.40822342931548067	0.5854288476104453	0.7065214908199213	-1.866500845261826
17000	-5178.944737102238	-5175.556473080591	-3.3882640216466227	-5175.556473080591	1.8881153191345983	0.6140214644512559	0.626345797751157	0.26476587842213595	0.533152390026866	0.6049159405992758	-2.5287742596983396
18000	-5176.683852198948	-5174.223212488571	-2.4606397103769284	-5174.223212488571	1.2857526575744898	0.631671270186791	0.831613109524451	0.3383408012115672	0.6001015537637993	0.5091221887777406	-1.714288251205389
19000	-5178.725452987828	-5177.338955185919	-1.3864978019087977	-5177.338955185919	0.806827325827864	0.5497210986316874	1.0109822106480817	0.22832149670307342	0.5093713523673004	0.5261438204734917	-0.8858214988561246
20000	-5178.442108375616	-5175.436706378155	-3.005401997461672	-5175.436706378155	0.9992927584553298	0.6573388823035967	0.8937038323105927	0.3332339920856081	0.660871406525913	0.7077644784427582	-1.8440789105268196
21000	-5178.0937915279565	-5176.684970380737	-1.4088211472201915	-5176.684970380737	0.9004617172402055	0.5529796337563265	1.079800787757147	0.19490005960334222	0.4362364720689984	0.490002920111089	-0.96805464430928
22000	-5175.436021711106	-5173.992466501691	-1.4435552094153827	-5173.992466501691	0.8126256241077314	0.5269679296415488	1.145638428508173	0.244848318267462	0.496789863647049	0.5089866171305403	-1.0550723831488167
23000	-5179.94481223053	-5177.862074587461	-2.082737643068838	-5177.862074587461	0.9252937801770752	0.6315742334004577	0.995815518125899	0.37344901236121963	0.6348251536274538	0.39546754823497116	-1.5893303180322098
24000	-5177.579862751528	-5175.391484310134	-2.1883784413943683	-5175.391484310134	0.858105631454626	0.5088236112837955	1.0444313616830336	0.318414946227227	0.5198390050578671	0.7089447963647801	-1.532181951529036
25000	-5179.223815569077	-5177.737788530632	-1.4860270384442087	-5177.737788530632	0.8208566455168201	0.5436055916756177	1.1396992089956997	0.4367583875761056	0.5984333233246831	0.46401212008638376	-1.132178568580255
26000	-5175.854480617822	-5175.146427472694	-0.7080531451284445	-5175.146427472694	0.8424771819203992	0.38043824202251764	1.099091241625186	0.19151129643858847	0.4167945856493415	0.25799821949432167	-1.532730980555144
27000	-5178.035667849435	-5177.190989239862	-0.8446786095737927	-5177.190989239862	0.8039173507763457	0.2911866751127586	0.9979259935109299	0.09566712566138585	0.3218059830991366	0.510350012513843	-1.3440085854244388
28000	-5177.841926620624	-5179.295891523655	1.4539649030311763	-5179.295891523655	0.7856272121856209	0.06662616702964033	1.073947416439985	0.00531401097514178	0.06869951147250793	0.35013603635080676	-0.6891776096507973
29000	-5180.965640094859	-5178.408449330191	-2.5571907646678618	-5178.408449330191	1.1265689877534422	0.4641706887269378	0.834767195944874	0.09764002737911442	0.3779559819164626	0.6059695850487284	-2.2171525286446716
30000	-5179.201396968288	-5175.506578424691	-3.6948185435963157	-5175.506578424691	1.180273121873029	0.46054555920765033	0.734670122946029	0.07857626988654454	0.34492530478955136	0.9673598966684197	-2.900141645977624
31000	-5182.495848818556	-5178.722252520136	-3.7735962984198586	-5178.722252520136	1.3543247599164239	0.4098169354527179	0.6274734896561646	0.07836212620390855	0.3837336804912031	0.7849826734307145	-3.374389820810935
32000	-5185.901675007514	-5180.871467893136	-5.030207114378563	-5180.871467893136	1.9489190186543055	0.4684967619400268	0.5172443284949069	0.06068381289194405	0.41400098092797283	0.950444565725389	-4.224470012044623
33000	-5184.88234597068	-5182.153040885323	-2.729305085356878	-5182.153040885323	1.0216234469813736	0.5197691914327455	0.8310435560925905	0.11375171389345759	0.4019018306611931	0.5402617560560776	-2.306372755316975
34000	-5178.47174606362	-5175.390420859566	-3.0813252040547114	-5175.390420859566	1.2938340875869687	0.5894101486167336	0.7924947207261026	0.16164188087479983	0.504245314801025	0.3766666992840697	-2.778842496074382
35000	-5181.5293713937135	-5180.90564590699	-0.6237254867238973	-5180.90564590699	0.9007607709351654	0.18729989795665183	0.9652260383481527	0.021707664793342768	0.14238466874641076	0.2507230692183415	-2.3089824646039014
36000	-5181.731262344789	-5181.291403473981	-0.43985887080792113	-5181.291403473981	0.8816668421736845	0.23754306048063895	0.9364620499785616	0.04246931014469255	0.2111089321935196	0.27981213824641327	-1.774376916153814
37000	-5180.177357008801	-5180.955996776018	0.778639767217169	-5180.955996776018	0.8480446388067099	0.21096743607579985	0.995632436217486	0.0377662189480518	0.18362792190141297	0.31612168938640883	-0.5580816181213606
38000	-5181.8000282697	-5180.843300007925	-0.9567282617756427	-5180.843300007925	1.006087665644695	0.07670457859846579	0.9601186628992263	0.004610555348193329	0.0690689507016845	0.880061287854621	-2.0869570067228773
39000	-5180.046307156793	-5179.902072689506	-0.1442344672869812	-5179.902072689506	0.7688264694167336	0.19434400432568222	1.0874179350028248	0.05098159649195402	0.24180815682550563	0.40671384426945123	-1.3102883259952502
40000	-5182.805556483481	-5181.93294650794	-0.872609975541483	-5181.93294650794	0.9116280884811416	0.2939692804904004	1.1465451342111652	0.0956874639699295	0.3134332122644253	0.2905499226285527	-1.9235963797616173
41000	-5179.747659575205	-5179.133631143038	-0.6140284321672278	-5179.133631143038	0.7327293023382632	0.1609348359909756	1.103809201541191	0.02503824641883728	0.15319876796549187	0.739323160789494	-1.3567838563678998
42000	-5175.3513110254435	-5175.4939591394605	0.14264811401657948	-5175.4939591394605	0.9275418932167552	0.22885200941757852	0.9961350800921304	0.08374127098557722	0.2903207733743569	0.3486297045684685	-1.01189609205829
43000	-5181.745006999972	-5181.627897393537	-0.11710960643516605	-5181.627897393537	0.9370673748422549	0.1901272876207517	1.0661458641143429	0.042683304151665644	0.2006464490024308	0.38920226157910554	-1.3483149182264078
44000	-5183.92866709119	-5183.799780561725	-0.1288865294648256	-5183.799780561725	0.8539086873422782	0.0993363913461013	1.0273168480716024	0.009539739823805158	0.09685815004512292	0.6494530328742024	-1.384678519906401
45000	-5178.31249335243	-5176.925510177214	-1.3869831752158455	-5176.925510177214	1.005487890722371	0.3133484484851357	0.9610764490319691	0.07987084194161088	0.30552872673623743	0.6382055986122773	-1.5709482253687652
46000	-5183.987174457904	-5181.226488595788	-2.7606858621159978	-5181.226488595788	0.7721411833177293	0.4022974981250738	1.0203209143546044	0.08098932705862899	0.30297983375475557	0.9401114581993394	-2.209358144416229
47000	-5178.702225146189	-5177.568567964169	-1.1336571820197658	-5177.568567964169	0.5743170498813662	0.5500835835553516	1.3656882035747733	0.3677232140484753	0.5657256749624533	0.4474620320823382	-0.7937111390609913
48000	-5182.064870299789	-5180.394992423491	-1.6698778762978286	-5180.394992423491	0.5453558009825187	0.6251072833990272	1.3913707465155238	0.5079888531635326	0.5978820723452875	0.27476274359462693	-1.5623034569112193
49000	-5176.482668936231	-5174.240872451268	-2.241796484962686	-5174.240872451268	0.6072066225907505	0.5152840509977485	1.2102025415395	0.27490566616977435	0.5236358238043669	0.687766063266629	-1.5932035124196624
50000	-5180.975181750098	-5175.279912872105	-5.695268877993025	-5175.279912872105	0.8650828527131904	0.558596424216639	1.0371608004145036	0.17192344381388713	0.4591427599435086	1.6614957734337776	-4.014079852320451
51000	-5181.152947523866	-5178.052133211845	-3.1008143120206264	-5178.052133211845	1.1997042646603404	0.23191790804755014	0.8922760790420137	0.05265721211876177	0.2414103148239467	1.1665488790744984	-3.0334088865291693
52000	-5180.021346120989	-5178.779398258502	-1.2419478624868323	-5178.779398258502	0.9537170900414839	0.3382951771545627	0.9008640156419001	0.04874274577842444	0.24097009413433998	0.27141695622754436	-2.180326485433533
53000	-5178.307563201825	-5178.515532777681	0.20796957585586112	-5178.515532777681	0.9009864366723709	0.16160641828380343	1.0246544020806743	0.03360002233785028	0.18747416914419718	0.279501382793593	-1.5038379441595582
54000	-5180.884771015312	-5183.255937631232	2.3711666159194644	-5183.255937631232	0.8595502079060646	0.0038015529163581384	0.9999069666290568	4.984462509110523E-6	0.002232356696648895	0.27092681345150593	-1.5113961741367932
55000	-5179.824632730426	-5181.5796351760255	1.755002445599939	-5181.5796351760255	0.8232266781472418	7.941154559719762E-4	1.0005747106056393	5.366918089267002E-7	7.322368416265514E-4	0.8609486142425751	-1.7002061445732854
56000	-5177.1751969987745	-5180.056918786914	2.881721788139675	-5180.056918786914	0.9199010047287334	8.489735271442453E-4	1.000222884409537	2.7101616237990693E-7	5.203562310683249E-4	0.46999882669621196	-1.1478934541525585
57000	-5178.052763242852	-5178.841929285847	0.7891660429950323	-5178.841929285847	0.744237192259133	0.08516904795972872	1.0755470727423748	0.009820662752488142	0.09643304591337111	0.5350462167024843	-0.7683438806511788
58000	-5179.994237209746	-5179.797228405522	-0.197008804223456	-5179.797228405522	0.9100769718011142	0.1445348038951584	0.9307700514815652	0.010232978389352877	0.10506458937372613	0.24840163291349313	-2.1228791120787154
59000	-5182.299452728262	-5183.847811774077	1.5483590458149883	-5183.847811774077	0.865682692564897	0.01881992731505547	0.9929881469540724	3.573231104141623E-4	0.019060178683854023	0.3773552691261977	-1.2271271037341642
60000	-5178.005957140467	-5179.382033138447	1.3760759979796426	-5179.382033138447	0.9074106506851615	0.024325305403283065	0.9951239992190688	6.191394218589003E-4	0.024755642575013736	0.4343450522178547	-1.1262031665519325
61000	-5178.830462168305	-5180.460660915678	1.6301987473732318	-5180.460660915678	0.8746444640106502	0.00821831621793807	0.998664665032938	5.496665046241288E-5	0.007413423479950207	0.5427701921068697	-1.1910135138396476
62000	-5177.445522320889	-5180.536620366727	3.0910980458382036	-5180.536620366727	0.8431614506516071	9.374502127117106E-4	1.0001396708466315	5.058696530567847E-7	7.112018812791937E-4	0.4122841352388223	-1.0236609083300747
63000	-5179.050813199049	-5180.654479970024	1.6036667709750803	-5180.654479970024	0.8872017948278602	0.01741024660993199	0.9939462518097348	1.2019101921409729E-4	0.011079789334207543	0.48290805490686706	-0.9647169631609078
64000	-5181.2837209654135	-5180.364584193298	-0.9191367721158163	-5180.364584193298	0.8433122959116572	0.01687356387260304	1.0115687974668115	3.4705594797021137E-4	0.018612703832124163	0.15763684550236937	-4.622873621786915
65000	-5180.329187294403	-5181.809293119335	1.4801058249320729	-5181.809293119335	0.9690671349968398	0.010978710066584347	0.9947775907983337	1.1559474011970376E-4	0.010789623652689964	0.49497118661030626	-1.292736408337579
66000	-5181.858556251897	-5182.335778893924	0.4772226420260731	-5182.335778893924	1.0411896156981844	0.10226187744009849	0.9786153702999104	0.006180156327001198	0.07657067332510176	0.4030706255743701	-1.2345646326730582
67000	-5178.391778888991	-5179.542320567706	1.1505416787151717	-5179.542320567706	0.9061250788067903	0.00434389950523412	0.9986178429812858	2.2397176252021417E-5	0.004734584819707496	0.7491832370366939	-1.652065877228484
68000	-5183.078568997799	-5181.430760950339	-1.6478080474595664	-5181.430760950339	0.8965928693393221	0.09020208669501464	0.977643552811238	0.003474756641919514	0.06209428601492073	1.0554916228128808	-2.4862965994623227
69000	-5179.254870404114	-5178.759772316357	-0.4950980877567118	-5178.759772316357	0.8097966267261713	0.27207236446105615	1.1480176306525967	0.07659901153040419	0.2658710753267486	0.5408914555183941	-1.0176163350879
70000	-5177.74594418021	-5177.655911111482	-0.09003306872813333	-5177.655911111482	0.6910139372829073	0.24744146361015099	1.1466397068689214	0.06686376374103148	0.2644985256803201	0.4551483815198257	-0.8933313536899002
71000	-5183.530324924432	-5183.320150732551	-0.2101741918807878	-5183.320150732551	1.0646584889006327	0.057336463093622385	1.0280238148502567	0.0015042033760584203	0.03866469260035911	0.674946205003622	-1.7904643828306173
72000	-5180.4689282510735	-5179.216956228589	-1.251972022484211	-5179.216956228589	1.0142806477134327	0.4274690483209125	0.9415853196479013	0.12485573711773203	0.3684263285093204	0.3410281907394063	-1.6208245490480913
73000	-5178.003309803163	-5175.518924180956	-2.4843856222069007	-5175.518924180956	1.1589009313729293	0.5141917595172233	0.8354995324081943	0.15482074394869433	0.48241758013264396	0.5645521388572425	-2.0370457986906407
74000	-5182.967462653069	-5182.904711392921	-0.06275126014791033	-5182.904711392921	0.7521391356438171	0.21030164315794753	1.0244900084787236	0.028023871074932965	0.17246282997179016	0.48931381957556863	-0.9657944818971694
75000	-5177.322748458151	-5177.475074884263	0.15232642611185815	-5177.475074884263	0.7609729383923183	0.2223866095208215	1.1911918728539077	0.05968442812616205	0.22227887761942972	0.45812709112554917	-0.7592052791723009
76000	-5177.9645306955335	-5179.261129298342	1.296598602808437	-5179.261129298342	0.8815117852576688	0.045596132581866976	1.0242004341122435	0.0021660597626791812	0.045711712148577256	0.4129609555660077	-0.9111974545228037
77000	-5181.214372488971	-5181.748545896337	0.5341734073666019	-5181.748545896337	0.817652939922098	0.1304319316602656	1.0812565176978624	0.008852242369540988	0.08672287058082861	0.46757917901447654	-0.843372038495315
78000	-5182.36274768338	-5180.55479966154	-1.8079480218401978	-5180.55479966154	1.0737430201114728	0.2214817024000926	0.8928257446317559	0.0296254276431539	0.18999531288483085	0.8027137906992435	-2.1628748486082996
79000	-5181.822873656519	-5182.01904860365	0.1961749471315597	-5182.01904860365	1.105260931081162	0.0524787255172258	0.9615501193018583	0.001614676357505656	0.0411332181391728	0.6077487973375677	-1.5424652342937453
80000	-5178.354846950127	-5179.848826816121	1.4939798659944346	-5179.848826816121	0.8679788513776799	0.02104657693031956	1.0042724749280758	4.924823022498119E-4	0.022283524421283066	0.4537187064831966	-1.0399028252440503
81000	-5186.336142099822	-5185.2322936707915	-1.1038484290303305	-5185.2322936707915	0.9023638710191995	0.1341770451268335	0.9714969756544716	0.023029042684313345	0.15703121075394846	0.8061212797087137	-1.9138885349449366
82000	-5176.932956052528	-5176.071937991886	-0.861018060642383	-5176.071937991886	1.027932470099139	0.39904396234829714	0.9854803377810275	0.10785929928649017	0.32067561067740924	0.3192808313060115	-1.4018756301845658
83000	-5180.882630054218	-5180.188460463932	-0.6941695902857493	-5180.188460463932	0.7706476321478254	0.2878202398981542	1.200509534019665	0.11358597544967271	0.3289376037643486	0.5883967640144506	-1.0653635647234427
84000	-5180.22157060825	-5180.8363417293585	0.6147711211090938	-5180.8363417293585	0.9954305160427702	0.05578011551691793	1.0139872645551438	0.002007447560667953	0.04438704157496703	0.5254554893033878	-1.2326317472855048
85000	-5179.373678830687	-5180.80126996572	1.4275911350331758	-5180.80126996572	0.9568600241169875	0.015513779207092682	1.0031921557962842	2.2560847812502812E-4	0.014993115031196873	0.4191976930290656	-1.3403401907110672
86000	-5185.992442278369	-5186.162324638868	0.1698823604990829	-5186.162324638868	0.7004594404508475	0.05171812071629612	1.0384464144041423	0.0013400868071536082	0.03550506301110833	0.1853462041333858	-2.765007313766599
87000	-5182.5624996901215	-5179.491898049525	-3.070601640596318	-5179.491898049525	0.941281736650273	0.04155193093282536	0.9721461979835675	0.002032799629482619	0.044978873472306315	1.6768035417718936	-3.930457278396985
88000	-5182.979906067416	-5180.643743125358	-2.3361629420579164	-5180.643743125358	1.025576256737893	0.18070197198424415	1.0721732804913313	0.0218731739724363	0.13567344519141802	1.0926732460233626	-2.583173871933213
89000	-5183.858880863657	-5183.092792791769	-0.7660880718880807	-5183.092792791769	0.8080618644149006	0.21768292456911262	0.9586497516383657	0.049155154609417315	0.23439295404044277	0.6700557405048153	-1.3195643954965526
90000	-5179.886484194587	-5178.924480391645	-0.9620038029411413	-5178.924480391645	0.8318495892929229	0.22222611723575092	1.0878440712080109	0.04747710600500866	0.21858149698316726	0.6433647321586332	-1.5347229758455891
91000	-5178.486059727181	-5178.295816507422	-0.19024321975828992	-5178.295816507422	0.9934485495765798	0.19959616614675707	0.9180113849768227	0.02547615587269082	0.1723818528110963	0.391031976304103	-1.3695876918116214
92000	-5179.834976396525	-5179.862950113447	0.027973716922287672	-5179.862950113447	0.7914889645660543	0.19303616412905172	1.0461113226036496	0.04280348148132255	0.20951560396435379	0.42110357572698476	-1.1098444689822218
93000	-5183.861339581204	-5181.958884425572	-1.9024551556321005	-5181.958884425572	0.6831987144927689	0.23533650824735516	1.0521757752152896	0.05594286718137706	0.24817071354446144	0.9121780242709095	-2.065330969566325
94000	-5176.884395458535	-5177.735730934348	0.8513354758128161	-5177.735730934348	0.7605235381272707	0.11081456698929357	1.1075839319607332	0.011527818027277283	0.10202490961865354	0.2300594645712047	-1.3618507547992504
95000	-5178.7715307106755	-5179.029573504554	0.2580427938781223	-5179.029573504554	0.8177649473674115	0.21750681325418358	1.0457539805971436	0.03911753857848961	0.20747652149696075	0.4046640263911665	-0.8005710468612159
96000	-5182.038318784042	-5181.623838079864	-0.41448070417751476	-5181.623838079864	0.8640964833588617	0.1588751906693266	1.0367339353129856	0.013362845438061644	0.11790917123807965	0.6111500085184262	-1.3589521917222571
97000	-5180.846788734402	-5180.74003454501	-0.10675418939292614	-5180.74003454501	0.8730883042294149	0.17902496185276112	1.0529359116871193	0.023508018899543476	0.16269428710486813	0.33157258624452796	-1.5549847974023454
98000	-5182.956265549459	-5183.198700030702	0.2424344812426038	-5183.198700030702	1.1750300654202257	0.03384828574022651	1.0083084175606405	8.11535122850724E-4	0.028674375464740016	0.30473404656583486	-2.4372058517131325
99000	-5182.100940868063	-5182.422560655714	0.32161978765102983	-5182.422560655714	1.1168256137323733	0.05373901195797986	0.9784481128302119	0.0052631227493316205	0.07154529262192326	0.3214766819764147	-2.039631055526878
100000	-5181.407600987343	-5179.947794832713	-1.4598061546306218	-5179.947794832713	1.06082819483207	0.34210546804515957	0.9141624592167308	0.039488900650734494	0.19944243114535673	0.6443537035866834	-1.5184594022084603
101000	-5183.287299997001	-5181.160706913631	-2.126593083370786	-5181.160706913631	0.8668831119589973	0.1989503880159863	0.9146832681155967	0.042319570019048895	0.22543370185863057	0.9765390414061343	-2.3938951276705827
102000	-5180.957627854248	-5182.138122904613	1.1804950503650478	-5182.138122904613	0.7927129541242929	0.0309419555185486	1.0077564315751104	6.082772212131315E-4	0.024587576311561138	0.5607779533929871	-0.9382024167017409
103000	-5179.579947396242	-5180.220926596339	0.6409792000974961	-5180.220926596339	0.9116146714207156	0.1298183500530552	1.0088136911731567	0.014626808370814136	0.11769183195556907	0.4170678972058135	-0.8546635077079913
104000	-5176.596887477484	-5176.1044894039305	-0.4923980735535774	-5176.1044894039305	1.0463921756467058	0.19585832226064862	0.8934391562917006	0.048637034646305505	0.2257715641438974	0.5498004776462891	-1.3494676119680715
105000	-5181.537344800151	-5182.351445545483	0.8141007453319106	-5182.351445545483	0.6155088359648675	0.3239212151274197	1.4733687743613304	0.1197494806136769	0.2669615493061198	0.3383868973859751	0.03862790618741685
106000	-5180.521961149414	-5178.996845295453	-1.5251158539614977	-5178.996845295453	0.5143116938192425	0.630182739267685	1.3082672923554162	0.30537251702757007	0.5116260917501817	0.515937425695088	-0.7704508582716176
107000	-5174.639715634785	-5174.314878724058	-0.3248369107266016	-5174.314878724058	0.6718586337906918	0.42549813603379344	1.2704314736839353	0.24457940374706613	0.5091683513431684	0.309764489889284	-0.7971307447344222
